日期,開盤價,最高價,最低價,收盤價,成交量
2010/01/04,49.0,49.5,48.0,48.2,5145328
2025/05/02,20.8,21.5,20.8,21.3,211221
2025/05/05,21.3,21.3,19.8,20.25,199666
2025/05/06,19.85,20.4,19.85,20.3,99343
2025/05/07,20.15,20.3,20.05,20.05,49018
2025/05/08,20.85,22.05,20.3,22.05,621294
2025/05/09,23.0,23.6,21.5,21.5,1756356
2025/05/12,21.55,22.0,21.5,21.6,358716
2025/05/13,21.95,22.1,21.75,21.75,211056
2025/05/14,21.85,22.3,21.8,22.25,178088
2025/05/15,22.3,22.35,21.8,21.95,130699
2025/05/16,21.9,22.0,21.6,21.7,188064
2025/05/19,22.0,22.0,20.6,20.7,408560
2025/05/20,20.95,21.25,20.70,20.75,212436
