日期,開盤價,最高價,最低價,收盤價,成交量
2010-01-04,14.6,14.8,14.4,14.55,3963070
2010-01-05,14.7,14.7,14.4,14.5,5771251
2010-01-06,14.5,15.45,14.5,15.15,23425211
2010-01-07,15.3,15.5,14.75,14.75,15357534
2010-01-08,14.95,15.25,14.9,15.15,11884615
2010-01-11,15.45,15.8,15.1,15.1,18521684
2010-01-12,15.3,15.3,14.7,14.8,7852267
2010-01-13,14.7,15.0,14.6,14.65,5550489
2010-01-14,14.65,14.85,14.65,14.65,3903002
2010-01-15,14.7,14.9,14.6,14.65,6614139
2010-01-18,14.65,15.2,14.65,15.0,10670020
2010-01-19,15.1,15.25,14.65,14.7,7604665
2010-01-20,14.8,15.0,14.7,14.7,9974258
2010-01-21,14.7,14.75,14.3,14.35,4653874
2010-01-22,14.15,14.2,13.85,13.9,5370062
2010-01-25,13.65,14.0,13.6,13.75,2393311
2010-01-26,13.75,13.95,12.95,13.05,4933836
2010-01-27,13.05,13.2,12.8,12.9,4054874
2010-01-28,13.1,13.3,12.95,13.25,3097948
2010-01-29,13.05,13.2,12.9,13.0,2364320
2010-02-01,13.0,13.1,12.95,12.95,1534362
2010-02-02,13.1,13.2,12.8,12.9,3251310
2010-02-03,12.95,13.05,12.75,12.85,1947351
2010-02-04,13.15,13.2,13.0,13.1,2862995
2010-02-05,12.75,12.9,12.3,12.4,3753043
2010-02-06,12.4,12.6,11.9,12.2,2333224
2010-02-08,12.05,12.3,12.05,12.25,1073372
2010-02-09,12.25,12.75,12.25,12.6,2575536
2010-02-10,12.8,13.1,12.8,13.1,3616274
2010-02-22,13.5,13.5,13.05,13.1,2024136
2010-02-23,13.1,13.2,13.0,13.2,986558
2010-02-24,13.1,13.2,13.05,13.1,849546
2010-02-25,13.15,13.2,12.95,13.1,1646575
2010-02-26,13.0,13.3,13.0,13.2,2226868
2010-03-01,13.3,13.55,13.2,13.5,3367517
2010-03-02,13.6,13.6,13.3,13.3,1796028
2010-03-03,13.45,13.5,13.35,13.4,1163110
2010-03-04,13.45,13.8,13.4,13.4,3859131
2010-03-05,13.7,13.85,13.45,13.85,3271924
2010-03-08,14.0,14.2,13.85,13.9,7171376
2010-03-09,13.9,14.05,13.8,13.9,2567191
2010-03-10,13.9,14.0,13.7,13.9,1729161
2010-03-11,13.95,14.0,13.7,13.7,1456520
2010-03-12,13.7,13.95,13.7,13.9,1650103
2010-03-15,13.9,14.45,13.9,14.05,7244909
2010-03-16,14.1,14.2,13.9,13.9,1785475
2010-03-17,13.95,14.15,13.95,14.15,2817499
2010-03-18,14.25,14.4,14.15,14.2,3691454
2010-03-19,14.2,14.45,14.1,14.3,3688590
2010-03-22,14.35,14.7,14.35,14.7,8477214
2010-03-23,14.9,14.9,14.35,14.35,4006710
2010-03-24,14.5,14.65,14.35,14.35,3953602
2010-03-25,14.35,14.55,14.3,14.3,3021569
2010-03-26,14.4,14.5,14.25,14.3,2566461
2010-03-29,14.4,14.45,14.25,14.25,3440926
