日期,開盤價,最高價,最低價,收盤價,成交量
2010-01-04,2.09,2.09,1.94,1.94,153000
2010-01-05,2.07,2.07,1.81,1.81,230000
2010-01-06,1.92,1.93,1.69,1.69,364300
2010-01-07,1.76,1.8,1.6,1.6,421385
2010-01-08,1.67,1.71,1.67,1.7,504286
2010-01-11,1.81,1.81,1.81,1.81,33143
2010-01-12,1.93,1.93,1.93,1.93,1000
2010-01-13,2.06,2.06,2.06,2.06,2615
2010-01-14,2.2,2.2,2.2,2.2,31378
2010-01-15,2.35,2.35,2.35,2.35,10287
2010-01-18,2.51,2.51,2.51,2.51,167871
2010-01-19,2.68,2.68,2.68,2.68,136482
2010-01-20,2.86,2.86,2.86,2.86,33061
2010-01-21,3.06,3.06,3.06,3.06,164208
2010-01-22,3.27,3.27,3.27,3.27,172234
2010-01-25,3.49,3.49,3.49,3.49,36793
2010-01-26,3.73,3.73,3.73,3.73,60100
2010-01-27,3.99,3.99,3.99,3.99,86478
2010-01-28,4.26,4.26,4.26,4.26,498468
2010-01-29,4.55,4.55,4.55,4.55,415106
2010-02-01,4.86,4.86,4.86,4.86,100301
2010-02-02,5.2,5.2,5.2,5.2,7452
2010-02-03,5.56,5.56,5.56,5.56,102920
2010-02-04,5.94,5.94,5.18,5.56,1171119
2010-02-05,5.18,5.55,5.18,5.55,745497
2010-02-06,5.17,5.36,5.17,5.17,362784
2010-02-08,4.81,4.81,4.81,4.81,251000
2010-02-09,4.48,5.08,4.48,5.08,87044
2010-02-10,4.73,4.73,4.73,4.73,416305
2010-02-22,5.06,5.06,5.06,5.06,11152
2010-02-23,5.41,5.41,5.41,5.41,48802
2010-02-24,5.78,5.78,5.78,5.78,6741
2010-02-25,6.18,6.18,6.18,6.18,457838
2010-02-26,6.61,6.61,6.61,6.61,138028
2010-03-01,7.07,7.07,7.07,7.07,17580
2010-03-02,7.56,7.56,7.56,7.56,43486
2010-03-03,8.08,8.08,8.08,8.08,297182
2010-03-04,8.08,8.08,7.52,7.52,88429
2010-03-05,7.0,7.0,7.0,7.0,100000
2010-03-08,7.49,7.49,6.51,6.51,219179
2010-03-09,6.06,6.51,6.06,6.51,293586
2010-03-10,6.51,6.9,6.51,6.9,133214
2010-03-26,22.3,22.3,22.3,22.3,147997
2010-03-29,23.85,23.85,23.0,23.5,147447
2010-03-30,24.4,24.4,21.9,21.95,22346
2010-03-31,22.0,22.0,22.0,22.0,13931
2010-04-01,21.7,21.7,20.5,20.5,47430
2010-04-02,19.1,19.1,19.1,19.1,14998
2010-04-06,17.8,17.8,17.8,17.8,27386
2010-04-07,16.65,16.65,16.6,16.6,6998
2010-04-08,15.45,15.45,15.45,15.45,33811
2010-04-09,14.6,16.0,14.6,16.0,16519
2010-04-12,17.1,17.1,17.1,17.1,20143
2010-04-13,17.1,17.3,17.05,17.05,50729
2010-04-19,16.0,16.0,16.0,16.0,5000
2010-04-20,15.1,15.1,15.1,15.1,2000
2010-04-21,14.15,14.5,14.15,14.5,5355
2010-04-22,14.5,14.5,14.5,14.5,5558
2010-04-23,13.5,13.5,13.5,13.5,46581
2010-04-26,14.4,14.4,14.4,14.4,7745
2010-04-27,15.4,15.4,15.35,15.35,8092
2010-04-28,16.3,16.3,16.3,16.3,1263
2010-04-29,16.3,16.3,16.3,16.3,11284
2010-05-03,16.0,16.0,16.0,16.0,3000
2010-05-04,14.95,17.0,14.95,17.0,4259
2010-05-13,17.8,17.8,17.8,17.8,2204
2010-05-14,18.5,18.5,16.6,16.6,2000
2010-05-19,15.5,15.5,15.5,15.5,2000
2010-05-21,14.45,14.45,14.45,14.45,1000
2010-05-24,13.6,14.4,13.6,14.4,3324
2010-06-02,14.4,14.4,14.4,14.4,1843
2010-06-03,14.35,14.35,14.35,14.35,2081
2010-06-04,14.35,14.35,14.35,14.35,1285
2010-06-09,14.35,14.35,14.35,14.35,1094
2010-06-11,14.35,14.35,14.35,14.35,1000
2010-06-15,15.35,15.35,15.35,15.35,1000
2010-07-01,15.0,15.0,15.0,15.0,1065
2010-07-20,16.05,16.05,16.05,16.05,1234
2010-07-27,17.15,17.15,17.15,17.15,5364
2010-08-02,15.95,15.95,15.95,15.95,7000
2010-08-03,14.85,14.85,14.85,14.85,1000
2010-08-05,15.0,15.0,15.0,15.0,1315
2010-08-06,15.1,15.1,15.1,15.1,1007
2010-08-09,14.05,14.05,14.05,14.05,1522
2010-08-12,13.1,13.15,13.1,13.15,3000
2010-08-13,14.05,14.05,14.05,14.05,2237
2010-08-16,14.05,14.05,14.05,14.05,2000
2010-08-17,15.0,15.0,15.0,15.0,1152
2010-08-19,16.05,16.05,16.05,16.05,1615
2010-08-20,16.0,16.0,16.0,16.0,4000
2010-09-01,14.9,14.9,14.9,14.9,3000
2010-09-16,13.9,13.9,13.9,13.9,2071
2010-09-17,14.85,14.85,14.85,14.85,1000
2010-09-23,13.85,13.85,13.85,13.85,6000
2010-10-21,13.3,13.3,13.3,13.3,1000
2010-10-25,12.4,12.4,12.4,12.4,1000
2010-10-26,11.55,11.55,11.55,11.55,2000
2010-11-02,10.75,10.75,10.75,10.75,1000
2010-11-04,10.5,10.5,10.5,10.5,3000
2010-11-05,10.5,10.5,10.5,10.5,1000
2010-11-08,10.5,10.5,10.5,10.5,2000
2010-11-09,10.5,10.5,10.5,10.5,2523
2010-11-10,10.5,10.5,10.5,10.5,1912
2010-11-15,10.2,10.2,10.2,10.2,57192
2010-11-22,9.95,10.15,9.95,10.15,28047
2010-11-23,9.44,10.15,9.44,10.15,2900
2010-11-26,9.45,9.68,9.45,9.68,3000
2010-11-30,9.02,9.99,9.02,9.99,2000
2010-12-03,10.65,10.65,9.31,10.55,13730
2010-12-09,9.82,9.82,9.82,9.82,1222
2010-12-14,9.15,9.15,9.15,9.15,1000
2010-12-16,8.52,8.52,8.52,8.52,1000
2010-12-17,7.93,7.93,7.93,7.93,1000
2010-12-21,7.39,7.39,7.39,7.39,1000
2010-12-22,6.9,6.9,6.9,6.9,1000
2010-12-24,6.42,6.42,6.42,6.42,3000
2010-12-29,5.98,5.98,5.98,5.98,3000
2010-12-30,5.6,5.6,5.6,5.6,1000
