日期,開盤價,最高價,最低價,收盤價,成交量
2010-01-04,63.0,63.4,61.7,62.0,9361789
2010-01-05,63.0,63.2,61.2,61.6,4230698
2010-01-06,61.6,62.6,61.3,61.5,5063690
2010-01-07,61.0,61.1,60.2,60.5,7155159
2010-01-08,60.4,61.0,60.1,61.0,2447279
2010-01-11,60.8,63.8,60.5,63.5,18023044
2010-01-12,63.4,65.8,63.4,63.5,16958978
2010-01-13,63.5,64.7,63.3,63.3,5768692
2010-01-14,64.0,67.0,63.6,66.0,19873321
2010-01-15,67.0,67.1,65.2,66.0,15468446
2010-01-18,65.9,65.9,64.6,64.8,8409851
2010-01-19,65.0,65.5,63.3,64.5,7820741
2010-01-20,65.4,65.4,63.4,63.8,4725931
2010-01-21,63.8,63.8,61.4,61.7,10931998
2010-01-22,60.5,62.2,60.5,61.1,4959161
2010-01-25,60.3,61.2,60.0,60.0,5980327
2010-01-26,60.0,60.6,56.6,57.0,11017231
2010-01-27,57.0,57.8,53.6,54.4,10058280
2010-01-28,55.5,58.2,55.0,58.0,7378134
2010-01-29,56.5,57.1,55.3,56.5,6826773
2010-02-01,57.0,58.1,56.2,58.0,6312963
2010-02-02,58.5,58.5,54.6,56.0,6859293
2010-02-03,56.5,57.0,55.9,56.6,2721132
2010-02-04,57.0,57.7,55.7,55.9,2948699
2010-02-05,54.6,54.6,52.0,52.0,8742374
2010-02-06,52.0,52.0,48.4,49.8,12562039
2010-02-08,49.8,52.4,49.5,51.9,5813076
2010-02-09,52.0,53.7,51.3,53.1,6583044
2010-02-10,54.2,54.3,52.8,53.3,5447676
2010-02-22,53.3,53.9,51.8,51.8,4555307
2010-02-23,50.5,51.7,50.0,51.7,7874661
2010-02-24,51.0,53.4,50.8,52.6,5677552
2010-02-25,52.7,54.2,52.3,53.3,6282933
2010-02-26,53.7,54.1,52.0,52.5,4925572
2010-03-01,53.2,55.0,52.3,54.5,5076733
2010-03-02,55.1,55.2,53.5,53.8,3367934
2010-03-03,54.0,54.3,53.2,53.2,2491276
2010-03-04,53.5,53.9,53.1,53.2,2263715
2010-03-05,53.9,55.1,53.5,54.8,4388490
2010-03-08,55.2,55.8,54.1,54.3,8427488
2010-03-09,54.3,54.3,52.8,53.2,7125823
2010-03-10,53.2,53.6,52.4,52.7,4667385
2010-03-11,53.3,53.9,52.9,53.2,6029057
2010-03-12,53.6,53.9,53.3,53.9,3594046
2010-03-15,54.0,54.2,51.4,51.5,11065089
2010-03-16,51.3,51.9,50.8,51.8,5414875
2010-03-17,52.0,52.6,51.9,52.3,5066796
2010-03-18,52.5,52.7,51.8,52.6,5452313
2010-03-19,52.6,53.3,52.5,52.8,3854444
2010-03-22,52.8,53.3,51.6,52.7,9858840
2010-03-23,53.0,53.1,52.0,52.0,4360717
2010-03-24,52.2,53.1,51.9,52.0,6598917
2010-03-25,52.0,53.0,51.7,52.8,5270047
2010-03-26,52.8,52.9,52.2,52.3,4563052
2010-03-29,52.8,52.9,52.4,52.9,4449643
2010-03-30,53.1,53.5,52.6,53.3,6550273
2010-03-31,53.5,53.7,52.8,52.8,3512268
2010-04-01,53.0,54.0,53.0,53.6,6480837
2010-04-02,54.0,54.5,53.3,53.8,8811513
2010-04-06,54.4,54.4,53.2,53.2,4463442
2010-04-07,54.5,54.8,53.8,53.9,18908511
2010-04-08,54.0,54.0,52.7,52.7,8131030
2010-04-09,53.0,53.3,52.5,53.2,5125184
2010-04-12,53.7,53.7,52.8,52.8,3144714
2010-04-13,52.8,52.8,51.8,52.0,4317202
2010-04-14,52.1,52.3,51.2,51.8,7033092
2010-04-15,52.1,52.5,51.7,51.9,7135198
2010-04-16,51.9,52.5,51.7,51.8,5446121
2010-04-19,51.1,52.4,50.7,50.7,6956309
2010-04-20,51.0,52.1,51.0,51.5,4501851
2010-04-21,51.7,52.3,51.5,52.3,4430536
2010-04-22,52.3,52.9,52.0,52.2,4072857
2010-04-23,52.3,55.0,52.3,54.3,21815821
2010-04-26,55.0,57.4,55.0,56.1,25941972
2010-04-27,56.8,57.5,56.1,56.6,17679997
2010-04-28,55.5,58.2,55.4,57.9,23510478
2010-04-29,58.8,58.8,56.6,56.6,14823008
2010-04-30,57.7,57.7,53.8,54.2,12845884
2010-05-03,54.6,55.0,53.8,54.7,5228496
2010-05-04,55.2,55.2,52.9,53.1,11099689
2010-05-05,52.0,52.3,51.2,51.9,8945487
2010-05-06,51.9,52.7,51.5,51.8,5235938
2010-05-07,50.0,51.9,50.0,51.9,6269464
2010-05-10,52.7,53.2,52.1,52.8,3940329
2010-05-11,53.4,53.5,51.8,51.8,4420862
2010-05-12,52.0,52.5,51.6,51.8,2722571
2010-05-13,52.3,52.8,52.1,52.4,2372517
2010-05-14,52.0,53.2,51.9,53.0,2471899
2010-05-17,52.5,52.5,51.6,51.7,2390627
2010-05-18,52.0,52.3,50.3,50.8,4617578
2010-05-19,50.1,51.8,50.1,51.5,3040667
2010-05-20,51.5,51.9,50.5,50.6,2562156
2010-05-21,49.0,49.4,48.2,48.9,4867944
2010-05-24,49.8,49.95,49.0,49.8,1671350
2010-05-25,49.0,49.25,46.5,46.8,4904288
2010-05-26,47.1,47.7,45.3,46.4,5510305
2010-05-27,46.4,48.8,45.9,48.7,3768239
2010-05-28,49.5,50.1,48.8,48.8,3276467
2010-05-31,48.85,49.3,48.2,48.45,2671480
2010-06-01,48.4,49.1,48.4,48.4,2251496
2010-06-02,48.4,48.8,47.45,47.45,2754547
2010-06-03,49.0,49.0,48.2,48.75,2116003
2010-06-04,48.9,49.5,48.5,49.45,2853297
2010-06-07,47.5,47.8,47.2,47.5,2587167
2010-06-08,47.5,48.25,47.5,47.8,3164307
2010-06-09,47.8,48.1,46.5,46.75,3126020
2010-06-10,47.0,47.3,46.4,47.1,1776095
2010-06-11,48.15,48.2,47.7,47.7,1490261
2010-06-14,48.5,48.7,48.2,48.5,1546720
2010-06-15,48.7,48.95,48.5,48.8,1922707
2010-06-17,49.2,49.2,48.85,49.0,1829380
2010-06-18,49.1,49.65,48.75,49.1,1911597
2010-06-21,49.8,49.8,48.95,49.3,3038329
2010-06-22,49.3,49.55,49.2,49.25,1382028
2010-06-23,49.0,49.25,48.8,49.0,1849960
2010-06-24,49.0,50.5,49.0,49.9,4125651
2010-06-25,49.6,49.6,49.05,49.1,1439667
2010-06-28,49.2,49.75,49.1,49.35,1893995
2010-06-29,49.6,49.85,49.15,49.3,1736602
2010-06-30,48.3,48.5,47.4,47.9,5062496
2010-07-01,47.9,48.2,47.35,48.1,2211793
2010-07-02,48.2,48.6,48.1,48.55,1648702
2010-07-05,48.9,49.4,48.6,49.05,1756535
2010-07-06,49.05,50.0,48.95,49.7,3500871
2010-07-07,50.3,51.7,50.1,50.6,6864462
2010-07-08,51.6,52.0,51.2,51.8,5811999
2010-07-09,52.0,52.2,51.5,51.6,2593930
2010-07-12,52.4,52.4,51.7,51.9,2197551
2010-07-13,52.0,52.2,51.0,51.5,2311037
2010-07-14,52.2,53.0,52.1,52.4,7252636
2010-07-15,52.4,52.5,51.4,51.7,3713800
2010-07-16,52.0,52.5,51.8,52.3,3512887
2010-07-19,52.2,52.5,51.7,52.4,2114643
2010-07-20,52.5,53.8,52.1,53.5,5851265
2010-07-21,53.9,54.7,53.5,53.9,6647667
2010-07-22,54.0,54.3,53.5,53.9,4224749
2010-07-23,54.5,54.6,53.7,54.0,10696151
2010-07-26,51.0,51.3,50.6,50.6,5193746
2010-07-27,51.0,51.2,50.5,50.9,2523545
2010-07-28,51.0,51.2,50.7,50.7,1530527
2010-07-29,50.7,51.0,50.1,50.2,2209125
2010-07-30,50.1,50.1,48.9,49.2,4555829
2010-08-02,49.2,50.5,49.1,49.95,3658491
2010-08-03,50.9,50.9,50.2,50.2,2437932
2010-08-04,50.5,52.0,50.2,51.3,4508183
2010-08-05,51.9,51.9,50.2,50.2,3158735
2010-08-06,50.2,51.0,50.1,51.0,1949414
2010-08-09,51.5,51.5,50.8,50.8,1905072
2010-08-10,51.5,52.3,50.8,50.8,6647808
2010-08-11,50.8,51.3,50.5,50.8,2344503
2010-08-12,50.1,51.0,50.1,50.7,1992813
2010-08-13,51.3,52.3,51.0,51.5,7053002
2010-08-16,51.5,52.4,51.5,52.1,4432223
2010-08-17,52.6,52.6,51.7,51.7,4696349
2010-08-18,52.1,52.2,51.0,51.2,4969694
2010-08-19,51.3,51.5,50.8,51.1,4151054
2010-08-20,51.0,51.5,50.6,51.3,3790736
2010-08-23,51.5,51.5,50.8,50.8,2423378
2010-08-24,50.8,51.3,50.7,50.7,1829814
2010-08-25,50.5,50.6,49.2,49.35,4288217
2010-08-26,49.5,49.6,49.1,49.3,2026247
2010-08-27,49.1,49.5,49.1,49.3,1348139
2010-08-30,49.8,51.0,49.8,50.1,3404669
2010-08-31,49.9,50.4,49.0,49.5,3832922
2010-09-01,49.5,50.2,49.5,50.0,1140938
2010-09-02,50.7,50.8,49.75,49.75,1529512
2010-09-03,50.0,50.6,50.0,50.3,1491012
2010-09-06,50.8,50.8,50.4,50.7,1891045
