日期,開盤價,最高價,最低價,收盤價,成交量
2010-01-04,42.1,44.75,40.4,44.5,7772823
2010-01-05,44.5,44.5,41.5,41.6,5078460
2010-01-06,41.6,42.6,41.2,41.2,2185900
2010-01-07,41.0,42.05,40.0,40.2,2734769
2010-01-08,40.2,41.2,38.8,39.5,2209524
2010-01-11,38.9,40.7,38.0,39.7,2742651
2010-01-12,39.0,41.0,39.0,40.0,1815097
2010-01-13,39.8,39.85,39.05,39.1,1303527
2010-01-14,39.15,40.6,39.15,40.0,1950313
2010-01-15,40.1,40.95,39.45,39.45,1624148
2010-01-18,39.0,40.0,39.0,39.2,1400486
2010-01-19,39.2,41.9,39.2,41.9,3790867
2010-01-20,43.4,43.4,40.4,40.6,3975573
2010-01-21,40.4,41.8,39.7,39.8,2186141
2010-01-22,39.5,40.0,38.5,38.5,1731366
2010-01-25,36.2,38.5,36.2,36.45,1908240
2010-01-26,36.45,37.4,33.9,33.9,2341893
2010-01-27,33.5,34.0,31.55,31.55,1865612
2010-01-28,31.4,33.5,31.05,31.9,2219469
2010-01-29,31.4,31.45,30.0,30.0,1514430
2010-02-01,30.0,32.1,30.0,32.1,3117374
2010-02-02,32.5,33.1,30.1,30.1,2752297
2010-02-03,31.3,31.4,30.2,31.1,1192935
2010-02-04,32.4,32.4,31.25,31.8,1206947
2010-02-05,30.0,31.7,29.6,29.6,1361836
2010-02-06,29.6,30.15,27.55,27.55,1443407
2010-02-08,28.0,28.9,27.55,27.95,752162
2010-02-09,28.0,29.85,27.5,29.7,1045342
2010-02-10,29.7,30.5,28.8,28.9,2184799
2010-02-22,30.8,30.9,29.7,30.9,1315453
2010-02-23,32.5,33.05,31.3,33.05,3111347
2010-02-24,32.5,32.95,31.8,31.8,1874037
2010-02-25,32.0,33.6,31.8,32.3,2074625
2010-02-26,32.3,32.8,31.0,31.2,1198528
2010-03-01,31.35,32.4,30.6,31.6,1071897
2010-03-02,32.0,33.0,31.9,31.9,1293944
2010-03-03,31.9,32.4,31.1,31.3,1024590
2010-03-04,31.7,32.4,31.2,31.4,1132294
2010-03-05,31.65,32.3,31.3,32.0,1045518
2010-03-08,32.3,32.4,31.7,32.25,1331049
2010-03-09,32.4,32.5,32.0,32.0,1074682
2010-03-10,32.15,34.2,32.0,34.2,4717484
2010-03-11,34.2,35.8,33.4,34.7,5007139
2010-03-12,35.0,35.0,33.5,33.7,2245086
2010-03-15,33.5,34.1,32.1,32.35,1379858
2010-03-16,32.0,33.0,32.0,32.7,635485
