日期,開盤價,最高價,最低價,收盤價,成交量
2003-04-01,59.5,61.0,59.5,61.0,201590
2003-04-02,61.0,61.0,59.5,59.5,115353
2003-04-03,60.5,61.0,60.0,60.0,195300
2003-04-04,59.5,61.0,59.5,61.0,279830
2003-04-07,61.0,61.0,59.5,60.0,269302
2003-04-08,60.0,61.0,60.0,60.0,166560
2003-04-09,60.0,60.5,60.0,60.5,93555
2003-04-10,61.0,61.0,60.0,60.0,122000
2003-04-11,60.0,60.5,58.5,58.5,285800
2003-04-14,58.5,59.0,57.5,57.5,325730
2003-04-15,58.0,58.0,57.0,57.5,248091
2003-04-16,58.0,60.0,58.0,59.0,436000
2003-04-17,59.5,59.5,58.0,58.0,122405
2003-04-18,59.0,60.0,58.5,59.0,660300
2003-04-21,59.0,60.0,58.5,60.0,289747
2003-04-22,59.5,59.5,58.5,58.5,219102
2003-04-23,59.0,59.5,57.0,57.0,502592
2003-04-24,57.0,57.0,55.0,55.5,625710
2003-04-25,54.5,55.0,52.5,52.5,425975
2003-04-28,51.5,51.5,48.9,48.9,912222
2003-04-29,49.2,49.9,48.7,48.9,820840
2003-04-30,49.5,49.7,45.7,46.3,704710
2010-01-04,14.5,14.75,14.3,14.6,1078691
2010-01-05,14.85,14.95,14.45,14.85,2362294
2010-01-06,15.0,15.85,14.9,15.85,7025884
2010-01-07,16.1,16.1,14.75,14.9,5772892
2010-01-08,14.7,15.2,14.2,14.85,3562690
2010-01-11,14.6,15.05,14.3,14.45,3691577
2010-01-12,14.45,14.7,14.4,14.45,781976
2010-01-13,14.4,14.6,14.35,14.5,930561
2010-01-14,14.6,14.8,14.55,14.55,890746
2010-01-15,14.6,14.95,14.6,14.95,1526387
2010-01-18,15.1,15.45,14.9,15.1,2947994
2010-01-19,15.2,15.6,14.95,14.95,3474295
2010-01-20,15.0,15.15,14.55,14.6,1081287
2010-01-21,14.6,14.9,14.0,14.4,1153635
2010-01-22,14.0,14.2,13.8,13.8,991294
2010-01-25,13.2,13.85,13.2,13.4,513587
2010-01-26,13.75,13.75,12.5,12.6,1819473
2010-01-27,12.6,13.0,12.5,12.6,519703
2010-01-28,12.7,13.3,12.7,13.2,479944
2010-01-29,12.9,13.0,12.6,12.8,238191
2010-02-01,13.0,13.0,12.65,12.95,135390
2010-02-02,13.1,13.15,12.2,12.2,360040
2010-02-03,12.4,12.45,12.15,12.35,256692
2010-02-04,12.35,12.55,12.25,12.5,285393
2010-02-05,11.8,12.0,11.65,11.9,802141
2010-02-06,11.9,12.2,11.55,12.2,604000
2010-02-08,12.2,12.6,12.15,12.35,323036
2010-02-09,12.35,12.6,12.2,12.6,406797
2010-02-10,12.35,12.7,12.35,12.55,384343
2010-02-22,12.6,12.75,12.55,12.55,184429
2010-02-23,12.55,12.9,12.55,12.9,196130
2010-02-24,12.9,13.2,12.65,13.0,481000
2010-02-25,13.0,13.1,12.65,12.65,194151
2010-02-26,12.7,12.85,12.5,12.7,195202
2010-03-01,12.6,13.1,12.6,12.85,464462
2010-03-02,13.0,13.0,12.55,12.55,262745
2010-03-03,12.55,12.75,12.55,12.55,221555
2010-03-04,12.6,13.1,12.5,12.7,1355707
2010-03-05,12.75,13.15,12.7,12.8,584301
2010-03-08,12.95,13.1,12.8,13.0,618348
2010-03-09,13.0,13.15,12.95,12.95,269919
2010-03-10,13.0,13.85,13.0,13.35,1995039
2010-03-11,13.5,13.6,13.2,13.2,553888
2010-03-12,13.4,13.4,13.2,13.2,266881
2010-03-15,13.2,13.35,13.15,13.2,253584
2010-03-16,13.25,13.4,13.25,13.25,368181
2010-03-17,13.4,13.55,13.25,13.25,699803
2010-03-18,13.4,13.5,13.25,13.4,482018
2010-03-19,13.6,13.8,13.5,13.7,769049
2010-03-22,13.7,14.6,13.6,14.4,6434220
2010-03-23,14.5,14.5,14.15,14.15,1022064
2010-03-24,14.35,14.35,14.0,14.0,638121
2010-03-25,14.0,14.0,13.75,13.9,327491
